0.09770	0.32972
0.12320	0.15117
0.12320	0.07465
0.17421	-0.02739
0.22521	0.04914
0.12320	0.12566
0.27621	0.12566
0.07220	0.22769
0.12320	0.22769
0.12320	0.12566
0.07220	0.30422
0.14870	0.20219
0.14870	0.12566
0.17421	0.02363
0.17421	0.04914
0.19971	0.02363
0.22521	0.10015
0.12320	0.20219
0.09770	0.17668
0.19971	0.15117
0.02119	0.25320
0.14870	0.20219
0.02119	0.12566
0.25071	-0.05289
0.22521	0.15117
0.19971	-0.05289
0.22521	0.10015
0.14870	0.22769
0.07220	0.22769
0.09770	0.20219
0.07220	0.27871
0.09770	0.17668
0.17421	0.02363
0.12320	0.07465
0.27621	-0.02739
0.12320	0.12566
0.27621	0.10015
0.12320	0.22769
0.14870	0.22769
0.12320	0.17668
0.12320	0.32972
0.04670	0.07465
0.04670	0.07465
0.19971	0.02363
0.22521	0.04914
0.09770	0.12566
0.27621	0.02363
0.07220	0.22769
0.09770	0.15117
0.14870	0.22769
0.12320	0.35523
0.12320	0.17668
0.12320	0.15117
0.22521	0.02363
0.14870	0.02363
0.17421	0.10015
0.19971	-0.02739
0.09770	0.20219
0.14870	0.15117
0.09770	0.25320
0.02119	0.35523
0.14870	0.15117
0.02119	0.15117
0.17421	-0.05289
0.27621	0.02363
0.12320	0.15117
0.22521	0.02363
0.07220	0.22769
0.17421	0.17668
0.09770	0.22769
0.09770	0.35523
0.12320	0.12566
0.09770	0.17668
0.27621	0.02363
0.17421	0.07465
0.14870	0.02363
0.09770	-0.00188
0.17421	0.22769
0.12320	0.12566
0.12320	0.25320
0.14870	0.27871
-0.02981	0.27871
0.19971	0.04914
0.17421	0.07465
0.25071	0.17668
0.12320	-0.00188
0.40372	0.15117
-0.10631	0.04914
0.07220	0.15117
0.12320	0.32972
0.19971	0.27871
0.12320	0.25320
0.02119	-0.02739
0.09770	0.10015
0.27621	-0.02739
0.50573	0.10015
0.12320	0.10015
0.12320	0.15117
-0.10631	0.22769
0.07220	0.27871
0.14870	0.32972
-0.05531	0.35523
0.02119	0.04914
0.27621	-0.00188
0.32721	0.02363
0.07220	-0.02739
0.19971	0.15117
0.14870	0.12566
0.07220	0.20219
0.19971	0.20219
0.02119	0.32972
0.09770	0.17668
0.25071	-0.07840
0.09770	0.02363
0.25071	0.07465
0.09770	0.04914
0.17421	0.17668
0.12320	0.15117
0.02119	0.25320
0.17421	0.30422
0.04670	0.22769
0.04670	0.27871
0.12320	0.04914
0.09770	-0.00188
0.30171	0.10015
0.09770	-0.07840
0.22521	0.04914
0.17421	0.15117
0.02119	0.15117
0.09770	0.30422
0.09770	0.32972
0.02119	0.22769
0.12320	0.20219
0.19971	0.04914
0.12320	-0.10391
0.09770	0.04914
0.22521	0.10015
0.04670	0.27871
0.22521	0.27871
0.17421	0.22769
-0.00431	0.07465
0.14870	0.15117
-0.02981	0.07465
-0.05531	0.22769
0.30171	0.17668
0.32721	0.07465
0.63323	0.04914
-0.20832	0.30422
0.14870	0.12566
-0.02981	0.27871
0.14870	0.32972
0.27621	0.07465
0.17421	0.02363
0.12320	-0.05289
0.14870	0.04914
-0.05531	0.02363
0.22521	0.04914
0.14870	0.25320
-0.02981	0.20219
0.12320	0.32972
0.12320	0.32972
0.12320	0.32972
0.22521	0.02363
0.12320	-0.02739
0.32721	0.04914
0.14870	-0.02739
0.22521	0.15117
0.12320	0.20219
0.17421	0.22769
0.02119	0.27871
0.09770	0.12566
0.07220	0.17668
0.09770	0.10015
0.14870	-0.12942
0.17421	0.12566
0.12320	0.10015
0.14870	0.17668
0.17421	0.25320
0.02119	0.17668
0.22521	0.22769
0.12320	0.22769
0.09770	0.20219
0.12320	-0.00188
0.22521	0.04914
0.22521	0.04914
0.09770	0.12566
0.22521	-0.00188
0.04670	0.15117
0.09770	0.17668
0.07220	0.43176
0.25071	0.38074
0.04670	0.25320
0.19971	0.10015
0.09770	0.12566
0.30171	0.04914
0.14870	0.12566
0.22521	-0.02739
0.09770	0.22769
0.14870	0.10015
0.02119	0.27871
0.17421	0.17668
-0.00431	0.27871
0.19971	0.02363
0.12320	0.17668
0.25071	-0.00188
0.09770	0.15117
0.32721	-0.00188
0.14870	0.20219
0.09770	0.17668
0.09770	0.20219
0.07220	0.27871
0.09770	0.22769
0.12320	0.15117
0.19971	-0.00188
0.22521	0.10015
0.17421	0.02363
0.19971	0.15117
0.19971	0.17668
0.17421	0.27871
0.09770	0.20219
0.12320	0.27871
0.12320	0.12566
-0.66735	0.12566
0.53123	0.04914
0.17421	0.04914
0.22521	-0.02739
0.14870	0.12566
0.19971	0.22769
0.04670	0.27871
0.25071	0.22769
0.12320	0.38074
0.12320	0.10015
0.04670	0.25320
0.30171	-0.05289
0.17421	0.12566
0.14870	0.10015
0.17421	-0.05289
0.12320	0.12566
0.09770	0.27871
0.12320	0.35523
0.19971	0.35523
0.02119	0.30422
0.09770	0.04914
0.14870	-0.18043
0.19971	0.04914
0.17421	-0.05289
0.12320	0.30422
0.22521	0.10015
0.07220	0.04914
0.02119	0.27871
0.12320	0.22769
0.12320	0.20219
0.17421	0.07465
0.30171	0.17668
0.12320	0.27871
0.27621	-0.12942
0.12320	0.02363
0.14870	0.02363
0.12320	0.10015
0.12320	0.17668
0.14870	0.32972
0.07220	0.45726
0.09770	0.12566
0.12320	0.07465
0.30171	0.07465
0.09770	-0.05289
0.25071	0.15117
-0.00431	0.22769
0.07220	0.12566
0.14870	0.15117
0.04670	0.30422
0.19971	0.04914
0.07220	0.25320
0.09770	0.04914
0.27621	0.07465
0.14870	-0.02739
0.42922	0.22769
0.53123	0.35523
0.27621	-0.05289
-0.76936	-0.05289
0.25071	0.25320
-0.10631	0.25320
0.22521	0.20219
0.58223	0.04914
-0.41233	0.22769
0.30171	0.07465
-0.51434	-0.02739
-0.23382	0.20219
0.30171	0.12566
0.48022	0.38074
0.55673	0.35523
0.37822	0.10015
0.42922	-0.05289
-0.48884	-0.10391
0.14870	0.02363
0.25071	0.15117
0.12320	0.15117
0.14870	0.30422
0.09770	0.17668
0.09770	0.15117
-0.02981	0.35523
0.04670	0.27871
0.04670	0.15117
0.14870	0.12566
0.25071	-0.20594
0.04670	-0.05289
0.32721	0.15117
0.12320	0.25320
0.22521	0.22769
0.09770	0.17668
0.17421	0.48277
0.12320	0.22769
-0.00431	0.12566
0.25071	0.04914
0.19971	0.04914
0.27621	0.02363
0.19971	0.07465
0.22521	0.20219
-0.02981	0.10015
0.07220	0.20219
0.12320	0.27871
0.02119	0.17668
0.19971	0.07465
0.09770	-0.00188
0.25071	0.15117
0.19971	-0.05289
0.22521	0.17668
0.35272	0.15117
-0.18282	0.25320
0.14870	0.10015
0.07220	0.40625
0.27621	0.25320
0.35272	0.22769
-0.23382	-0.18043
-0.05531	-0.18043
0.09770	0.07465
-0.00431	0.12566
0.68424	0.30422
-0.00431	0.32972
0.42922	0.07465
0.22521	0.22769
0.27621	0.32972
0.12320	0.07465
-0.31033	0.12566
0.32721	0.07465
0.30171	-0.05289
0.04670	0.10015
0.14870	0.10015
-0.38683	0.15117
-0.05531	0.12566
0.45472	0.32972
-0.23382	0.35523
0.35272	0.07465
0.25071	-0.02739
0.35272	0.07465
0.30171	0.04914
0.14870	0.07465
0.09770	0.15117
0.02119	0.25320
0.12320	0.32972
-0.00431	0.43176
0.12320	0.04914
0.07220	0.02363
0.30171	0.17668
0.09770	0.45726
0.09770	0.43176
0.14870	-0.33348
0.12320	-0.30797
0.12320	-0.10391
0.12320	0.25320
0.22521	0.25320
0.07220	0.15117
0.19971	0.12566
0.12320	0.10015
0.32721	0.25320
0.09770	0.07465
0.19971	0.04914
0.09770	0.17668
0.04670	0.12566
-0.08081	0.43176
0.27621	0.35523
0.09770	0.38074
0.19971	0.20219
0.45472	0.02363
0.63323	-0.00188
-0.43783	-0.20594
-0.13181	0.04914
0.22521	0.10015
0.22521	0.27871
0.58223	0.10015
-0.08081	0.25320
0.73524	0.30422
-0.38683	0.12566
0.27621	-0.05289
0.12320	0.12566
0.09770	0.10015
0.32721	0.07465
0.27621	0.22769
0.17421	0.25320
